"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
,,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Bareilly,52,Tonnes,NR,Red,925,1000,960,Rs/Quintal
Barhaj,200,Tonnes,NR,Red,1250,1270,1260,Rs/Quintal
Basti,15,Tonnes,NR,Red,980,1070,1030,Rs/Quintal
Bewar,0.3,Tonnes,NR,Red,800,950,850,Rs/Quintal
Bharthna,2.8,Tonnes,NR,Red,760,950,840,Rs/Quintal
Bharuasumerpur,1.5,Tonnes,NR,Red,800,900,850,Rs/Quintal
Bijnaur,18,Tonnes,NR,Red,980,1080,1030,Rs/Quintal
Billsadda,2.4,Tonnes,NR,Medium,615,725,660,Rs/Quintal
Bilsi,1,Tonnes,NR,Red,900,1000,950,Rs/Quintal
Charra,2,Tonnes,NR,Red,775,875,825,Rs/Quintal
Chhibramau(Kannuj),3,Tonnes,NR,Red,890,910,900,Rs/Quintal
Chitwadagaon,10,Tonnes,NR,Other,1100,1200,1150,Rs/Quintal
Chorichora,16,Tonnes,NR,Red,915,1020,965,Rs/Quintal
Choubepur,5,Tonnes,NR,Red,650,750,700,Rs/Quintal
Chutmalpur,0.4,Tonnes,NR,Onion,980,1050,1000,Rs/Quintal
Devariya,20,Tonnes,NR,Red,1185,1225,1200,Rs/Quintal
Devband,13.5,Tonnes,NR,Red,500,650,600,Rs/Quintal
Dhanura,1,Tonnes,NR,Medium,900,1000,900,Rs/Quintal
Divai,0.6,Tonnes,NR,Red,1180,1200,1190,Rs/Quintal
Etawah,43,Tonnes,NR,Red,700,900,800,Rs/Quintal
Faizabad,38,Tonnes,NR,Red,950,1100,1000,Rs/Quintal
Farukhabad,12.5,Tonnes,NR,Red,700,850,800,Rs/Quintal
Fatehabad,17,Tonnes,NR,Red,1000,1100,1050,Rs/Quintal
Fatehpur,46,Tonnes,NR,Red,500,600,550,Rs/Quintal
Fatehpur Sikri,0.7,Tonnes,NR,Red,800,870,845,Rs/Quintal
Gadaura,0.8,Tonnes,NR,Red,1200,1400,1300,Rs/Quintal
Gangoh,1.2,Tonnes,NR,Red,1425,1450,1440,Rs/Quintal
Ganjdudwara,1.2,Tonnes,NR,Red,600,650,630,Rs/Quintal
Gazipur,11,Tonnes,NR,Onion,800,950,900,Rs/Quintal
Ghiraur,1.4,Tonnes,NR,Red,700,900,800,Rs/Quintal
Golagokarnath,61,Tonnes,NR,Red,800,1000,880,Rs/Quintal
Gonda,16.5,Tonnes,NR,Red,890,910,900,Rs/Quintal
Gulavati,0.6,Tonnes,NR,Other,983,987,985,Rs/Quintal
Gurusarai,0.2,Tonnes,NR,Red,960,1040,1000,Rs/Quintal
Haathras,4.5,Tonnes,NR,Red,700,900,800,Rs/Quintal
Hardoi,3,Tonnes,NR,Pusa-Red,670,720,700,Rs/Quintal
Hargaon (Laharpur),4,Tonnes,NR,Nasik,1100,1300,1200,Rs/Quintal
Hasanpur,0.5,Tonnes,NR,Red,1000,1200,1100,Rs/Quintal
Jafarganj,6,Tonnes,NR,Red,850,950,900,Rs/Quintal
Jagnair,2.1,Tonnes,NR,Red,750,850,800,Rs/Quintal
Jalaun,6,Tonnes,NR,Red,560,640,600,Rs/Quintal
Jarar,2.7,Tonnes,NR,Red,530,630,560,Rs/Quintal
Jasra,20,Tonnes,NR,Red,750,850,800,Rs/Quintal
Jaunpur,0.9,Tonnes,NR,Red,970,1030,1000,Rs/Quintal
Jayas,3.6,Tonnes,NR,Red,700,750,710,Rs/Quintal
Jhansi,23,Tonnes,NR,Red,480,550,520,Rs/Quintal
Jhijhank,0.5,Tonnes,NR,Red,900,1000,950,Rs/Quintal
Kadhle,0.3,Tonnes,NR,Red,800,860,830,Rs/Quintal
Kannauj,4,Tonnes,NR,Red,700,800,750,Rs/Quintal
Kanpur(Grain),580,Tonnes,NR,Red,800,900,850,Rs/Quintal
Karnailganj,0.15,Tonnes,NR,Red,900,920,910,Rs/Quintal
Karvi,8,Tonnes,NR,Red,670,765,725,Rs/Quintal
Kasganj,7,Tonnes,NR,Red,760,850,810,Rs/Quintal
Katra,0.2,Tonnes,NR,Onion,700,720,710,Rs/Quintal
Kayamganj,20,Tonnes,NR,Red,870,950,920,Rs/Quintal
Khairagarh,2.1,Tonnes,NR,Red,800,900,850,Rs/Quintal
Khalilabad,13,Tonnes,NR,Red,850,1050,950,Rs/Quintal
Khekda,0.3,Tonnes,NR,Red,900,1100,1000,Rs/Quintal
Kiratpur,2.9,Tonnes,NR,Red,850,950,900,Rs/Quintal
Konch,4,Tonnes,NR,Red,500,700,600,Rs/Quintal
Kopaganj,102,Tonnes,NR,Red,1000,1100,1065,Rs/Quintal
Kosikalan,8,Tonnes,NR,Red,710,770,740,Rs/Quintal
Lakhimpur,45,Tonnes,NR,Red,850,950,900,Rs/Quintal
Lalitpur,50,Tonnes,NR,Red,600,750,635,Rs/Quintal
Lucknow,93,Tonnes,NR,Red,900,1100,1000,Rs/Quintal
Madhoganj,6,Tonnes,NR,Red,1300,1400,1350,Rs/Quintal
Maharajganj,20,Tonnes,NR,Red,1000,1030,1020,Rs/Quintal
Mainpuri,11,Tonnes,NR,Red,680,780,730,Rs/Quintal
Mathura,35,Tonnes,NR,Red,700,900,800,Rs/Quintal
Mau,102,Tonnes,NR,Red,1000,1100,1065,Rs/Quintal
Maudaha,6.5,Tonnes,NR,Red,700,900,800,Rs/Quintal
Mauranipur,1.2,Tonnes,NR,Red,940,1020,980,Rs/Quintal
Mawana,1,Tonnes,NR,Red,900,1010,950,Rs/Quintal
Meerut,24,Tonnes,NR,Red,850,945,895,Rs/Quintal
Mehmoodabad,14,Tonnes,NR,Red,610,770,680,Rs/Quintal
Mirzapur,37.5,Tonnes,NR,Red,840,910,875,Rs/Quintal
Moth,2.5,Tonnes,NR,Red,900,1050,1000,Rs/Quintal
Mugrabaadshahpur,3,Tonnes,NR,Onion,1500,1550,1530,Rs/Quintal
Muradabad,40,Tonnes,NR,Nasik,900,1000,925,Rs/Quintal
Muskara,1.5,Tonnes,NR,Red,650,750,700,Rs/Quintal
Muzzafarnagar,12.5,Tonnes,NR,Red,985,1040,1010,Rs/Quintal
Naanpara,11,Tonnes,NR,Red,1000,1150,1100,Rs/Quintal
Nagina,0.9,Tonnes,NR,Red,800,900,850,Rs/Quintal
Najibabad,8,Tonnes,NR,Onion,900,1000,950,Rs/Quintal
Nakud,0.2,Tonnes,NR,1st Sort,900,1000,950,Rs/Quintal
Nanuta,0.8,Tonnes,NR,Red,1100,1400,1200,Rs/Quintal
Naugarh,17.5,Tonnes,NR,Red,950,1020,980,Rs/Quintal
Nautnava,2,Tonnes,NR,Red,1100,1300,1180,Rs/Quintal
Nawabganj,105,Tonnes,NR,Red,1200,NR,1250,Rs/Quintal
Paliakala,29,Tonnes,NR,Red,800,840,825,Rs/Quintal
Panchpedwa,7,Tonnes,NR,Red,1450,1490,1470,Rs/Quintal
Partaval,10,Tonnes,NR,Red,950,1020,1000,Rs/Quintal
Pilibhit,78.5,Tonnes,NR,Local,930,970,950,Rs/Quintal
Pukhrayan,12,Tonnes,NR,Red,880,1080,980,Rs/Quintal
Puranpur,5.5,Tonnes,NR,Red,900,1000,940,Rs/Quintal
Puwaha,1,Tonnes,NR,Red,1300,1500,1400,Rs/Quintal
Raath,20,Tonnes,NR,Red,675,725,700,Rs/Quintal
Raibareilly,17.5,Tonnes,NR,Nasik,800,860,850,Rs/Quintal
Rampur,25,Tonnes,NR,Beelary-Red,950,1025,980,Rs/Quintal
Rasda,10,Tonnes,NR,Onion,950,1200,1000,Rs/Quintal
Robertsganj,21,Tonnes,NR,Red,950,1000,985,Rs/Quintal
Ruperdeeha,5,Tonnes,NR,Red,NR,1300,1200,Rs/Quintal
Rura,8,Tonnes,NR,Red,750,850,800,Rs/Quintal
Safdarganj,6,Tonnes,NR,Red,900,980,940,Rs/Quintal
Saharanpur,35,Tonnes,NR,Red,920,1080,980,Rs/Quintal
Sahiyapur,36,Tonnes,NR,Red,1000,1100,1050,Rs/Quintal
Saidpur,1.2,Tonnes,NR,Red,850,950,900,Rs/Quintal
Samsabad,1,Tonnes,NR,Red,700,800,750,Rs/Quintal
Sehjanwa,5,Tonnes,NR,Red,1410,1565,1445,Rs/Quintal
Shadabad,5,Tonnes,NR,Red,500,600,550,Rs/Quintal
Shahabad(New Mandi),4.5,Tonnes,NR,Red,850,940,900,Rs/Quintal
Shahganj,4.5,Tonnes,NR,Red,1300,1400,1340,Rs/Quintal
Shahjahanpur,50,Tonnes,NR,Red,900,1050,1000,Rs/Quintal
Sirsa,20,Tonnes,NR,Red,780,920,870,Rs/Quintal
Sitapur,132,Tonnes,NR,Red,760,900,810,Rs/Quintal
Siyana,1.4,Tonnes,NR,Red,500,600,550,Rs/Quintal
Soharatgarh,7.5,Tonnes,NR,Red,960,1000,980,Rs/Quintal
Sultanpur,5,Tonnes,NR,Red,870,930,880,Rs/Quintal
Sultanpurchilkana,0.2,Tonnes,NR,Red,800,900,850,Rs/Quintal
Tamkuhi Road,23,Tonnes,NR,Red,950,1100,1000,Rs/Quintal
Tanda,15.5,Tonnes,NR,Onion,1200,1350,1300,Rs/Quintal
Thanabhawan,0.8,Tonnes,NR,Red,800,1000,900,Rs/Quintal
Tilhar,0.1,Tonnes,NR,Onion,650,730,700,Rs/Quintal
Tundla,4,Tonnes,NR,Red,855,880,860,Rs/Quintal
Ujhani,2.2,Tonnes,NR,Red,900,1000,950,Rs/Quintal
Unnao,22.4,Tonnes,NR,Red,1075,1200,1125,Rs/Quintal
Varipaal,0.1,Tonnes,NR,Other,740,1000,800,Rs/Quintal
Vilaspur,0.34,Tonnes,NR,Onion,1000,NR,1010,Rs/Quintal
Vilthararoad,10,Tonnes,NR,Other,1100,1200,1150,Rs/Quintal
Vishalpur,15,Tonnes,NR,Red,900,1025,950,Rs/Quintal
Viswan,1,Tonnes,NR,Other,700,800,750,Rs/Quintal
Yusufpur,1.5,Tonnes,NR,Red,850,950,900,Rs/Quintal
Uttrakhand,,,,,,,,
Dehradoon,44.6,Tonnes,NR,Other,600,900,700,Rs/Quintal
Haridwar Union,8.2,Tonnes,NR,Other,900,1100,1000,Rs/Quintal
Ramnagar,0.5,Tonnes,NR,Other,1250,1350,1300,Rs/Quintal
Rishikesh,2.5,Tonnes,NR,Other,720,840,760,Rs/Quintal
Roorkee,30,Tonnes,NR,Other,800,1200,900,Rs/Quintal
Vikasnagar,0.9,Tonnes,NR,Other,900,900,900,Rs/Quintal
West Bengal,,,,,,,,
Asansol,26,Tonnes,NR,Nasik,1200,1260,1220,Rs/Quintal
Balarampur,0.75,Tonnes,NR,Other,1300,1450,1400,Rs/Quintal
Bara Bazar (Posta Bazar),168,Tonnes,NR,Nasik,700,825,750,Rs/Quintal
,,,NR,Other,1250,1300,1300,Rs/Quintal
Barasat,58,Tonnes,NR,Other,1400,1400,1400,Rs/Quintal
Baruipur(Canning),18,Tonnes,NR,Beelary-Red,1500,1600,1550,Rs/Quintal
Belacoba,2,Tonnes,NR,Other,1200,1250,1225,Rs/Quintal
Bethuadahari,9,Tonnes,NR,Dry F.A.Q.,900,1100,1000,Rs/Quintal
Birbhum,64,Tonnes,NR,Nasik,1220,1280,1250,Rs/Quintal
Bishnupur(Bankura),8,Tonnes,NR,Nasik,1300,1500,1400,Rs/Quintal
Bolpur,8.5,Tonnes,NR,Nasik,1300,1400,1350,Rs/Quintal
Burdwan,36,Tonnes,NR,Nasik,1350,1450,1400,Rs/Quintal
Chakdah,29,Tonnes,NR,Other,1350,1550,1450,Rs/Quintal
Diamond Harbour(South 24-pgs),3.4,Tonnes,NR,Red,1425,1500,1450,Rs/Quintal
Durgapur,27,Tonnes,NR,Other,1500,1600,1550,Rs/Quintal
Egra/contai,2.8,Tonnes,NR,Onion,1100,1300,1200,Rs/Quintal
English Bazar,32.8,Tonnes,NR,Other,1100,1200,1150,Rs/Quintal
Gajol,28.1,Tonnes,NR,Nasik,1400,1500,1450,Rs/Quintal
Habra,25,Tonnes,NR,Other,1000,1300,1200,Rs/Quintal
Jalpaiguri Sadar,8,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Jangipur,53,Tonnes,NR,Red,1255,1310,1285,Rs/Quintal
Kalna,15,Tonnes,NR,Local,1400,1500,1500,Rs/Quintal
Kalyani,5.5,Tonnes,NR,Onion,1300,1500,1400,Rs/Quintal
Karsiyang(Matigara),15,Tonnes,NR,Other,1400,1800,1600,Rs/Quintal
Katwa,24.5,Tonnes,NR,Other,1350,1450,1400,Rs/Quintal
Moynaguri,3,Tonnes,NR,Other,1200,1250,1225,Rs/Quintal
Nadia,15,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Purulia,20,Tonnes,NR,Other,1300,1400,1400,Rs/Quintal
Ramkrishanpur(Howrah),4.5,Tonnes,NR,Other,1200,1600,1400,Rs/Quintal
Rampurhat,48,Tonnes,NR,Nasik,1080,1120,1100,Rs/Quintal
,,,NR,Onion,980,1020,1000,Rs/Quintal
Ranaghat,6,Tonnes,NR,Other,1400,1550,1500,Rs/Quintal
Samsi,35,Tonnes,NR,Onion,1150,1250,1200,Rs/Quintal
Sheoraphuly,30,Tonnes,NR,Other,1200,1300,1250,Rs/Quintal
Siliguri,18,Tonnes,NR,Other,1200,1600,1400,Rs/Quintal
Uluberia,3.9,Tonnes,NR,Other,1000,1400,1200,Rs/Quintal
Onion Green,,,,,,,,
Gujarat,,,,,,,,
Ahmedabad,50.1,Tonnes,NR,Other,300,600,500,Rs/Quintal
Ankleshwar,0.28,Tonnes,NR,Onion Green,825,1275,1100,Rs/Quintal
Dholka(Koth),19,Tonnes,NR,Other,500,650,600,Rs/Quintal
Mansa(Manas Veg Yard),0.06,Tonnes,NR,Onion Green,800,800,800,Rs/Quintal
Talalagir,0.15,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Vadhvan,2.7,Tonnes,NR,Onion Green,800,1000,900,Rs/Quintal
Haryana,,,,,,,,
Barwala(Hisar),3,Tonnes,NR,Other,800,800,800,Rs/Quintal
Mohindergarh,0.8,Tonnes,NR,Onion Green,700,1000,1000,Rs/Quintal
Naraingarh,0.05,Tonnes,NR,Onion Green,800,800,800,Rs/Quintal
Uklana,0.2,Tonnes,NR,Onion Green,900,900,900,Rs/Quintal
Kerala,,,,,,,,
Parassala,3,Tonnes,NR,Onion Green,5800,6000,5800,Rs/Quintal
Maharashtra,,,,,,,,
Kalyan,NR,Tonnes,NR,Other,8,12,10,Rs/Quintal
Kamthi,NR,Tonnes,NR,Other,600,1400,1100,Rs/Quintal
Karad,50,Tonnes,NR,Other,3,4,4,Rs/Quintal
Khed,200,Tonnes,NR,Other,3,5,4,Rs/Quintal
Maanachar,64,Tonnes,NR,Other,501,551,526,Rs/Quintal
Nashik(Devlali),8,Tonnes,NR,Other,280,900,650,Rs/Quintal
Nasik,41,Tonnes,NR,Other,900,2000,1500,Rs/Quintal
Pune,674,Tonnes,NR,Other,4,6,5,Rs/Quintal
Pune(Hadapsar),580,Tonnes,NR,Other,4,6,5,Rs/Quintal
Pune(Khadiki),38,Tonnes,NR,Other,6,7,7,Rs/Quintal
Solapur,51,Tonnes,NR,Other,300,500,400,Rs/Quintal
Punjab,,,,,,,,
Jalandhar City(Jalandhar),1082,Tonnes,NR,Onion Green,400,800,600,Rs/Quintal
Malout,0.3,Tonnes,NR,Onion Green,500,700,600,Rs/Quintal
Telangana,,,,,,,,
Bowenpally,1.6,Tonnes,NR,Onion Green,2000,3000,3000,Rs/Quintal
Uttar Pradesh,,,,,,,,
Jarar,0.4,Tonnes,NR,Onion Green,600,660,630,Rs/Quintal
Jhijhank,3,Tonnes,NR,Onion Green,600,700,650,Rs/Quintal
Unnao,0.5,Tonnes,NR,Onion Green,1125,1200,1175,Rs/Quintal
Papaya (Raw),,,,,,,,
Gujarat,,,,,,,,
Ahmedabad,0.5,Tonnes,NR,Other,500,800,700,Rs/Quintal
Padra,0.2,Tonnes,NR,Other,400,700,600,Rs/Quintal
Surat,2.5,Tonnes,NR,Other,500,800,650,Rs/Quintal
Kerala,,,,,,,,
Kottakkal,0.9,Tonnes,NR,Other,2500,2600,2550,Rs/Quintal
Odisha,,,,,,,,
Angul,6.2,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Jajpur,1.2,Tonnes,NR,Papaya (Raw),1000,1200,1200,Rs/Quintal
Kendupatna,14,Tonnes,NR,Other,1200,1500,1200,Rs/Quintal
Kendupatna(Niali),12,Tonnes,NR,Other,1500,1800,1500,Rs/Quintal
Mottagaon,0.05,Tonnes,NR,Other,1000,1500,1500,Rs/Quintal
Udala,1,Tonnes,NR,Other,800,840,800,Rs/Quintal
Tripura,,,,,,,,
Bishalgarh,0.5,Tonnes,NR,Papaya (Raw),1200,2000,1500,Rs/Quintal
Bishramganj,0.5,Tonnes,NR,Papaya (Raw),1000,1500,1200,Rs/Quintal
Pabiacherra,0.2,Tonnes,NR,Papaya (Raw),1600,1650,1625,Rs/Quintal
Uttar Pradesh,,,,,,,,
Jhijhank,3,Tonnes,NR,Other,600,700,650,Rs/Quintal
West Bengal,,,,,,,,
Baruipur(Canning),2.2,Tonnes,NR,Other,2100,2300,2200,Rs/Quintal
Belacoba,1,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Diamond Harbour(South 24-pgs),3.4,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Habra,30,Tonnes,NR,Other,350,450,400,Rs/Quintal
Peas cod,,,,,,,,
Gujarat,,,,,,,,
Ankleshwar,1,Tonnes,NR,Peas cod,1400,2100,1850,Rs/Quintal
Nadiyad(Piplag),6.2,Tonnes,NR,Peas cod,1500,1600,1550,Rs/Quintal
Padra,1.8,Tonnes,NR,Other,1500,1750,1600,Rs/Quintal
Surat,176,Tonnes,NR,Other,1300,1700,1500,Rs/Quintal
Haryana,,,,,,,,
Gohana,1.2,Tonnes,NR,Other,1800,2200,1800,Rs/Quintal
Mullana,0.06,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Himachal Pradesh,,,,,,,,
Dhanotu (Mandi),1.6,Tonnes,NR,Other,1200,1500,1350,Rs/Quintal
Kangra,0.8,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Kangra(Jassour),3.5,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Solan,1.2,Tonnes,NR,Other,1500,1800,1600,Rs/Quintal
Solan(Nalagarh),1.2,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
Madhya Pradesh,,,,,,,,
Pipariya,0.3,Tonnes,NR,Other,600,1200,800,Rs/Quintal
Punjab,,,,,,,,
Abohar,4,Tonnes,NR,Other,1150,1650,1475,Rs/Quintal
Chogawan,0.1,Tonnes,NR,Peas cod,700,900,800,Rs/Quintal
Dera Baba Nanak,0.2,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Goniana,0.18,Tonnes,NR,Other,1450,1500,1480,Rs/Quintal
Khadur Sahib(Fetehabad),1,Tonnes,NR,Other,1100,1200,1150,Rs/Quintal
Kot ise Khan,2,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Makhu,0.5,Tonnes,NR,Other,500,650,600,Rs/Quintal
Malout,3.5,Tonnes,NR,Other,800,1500,1200,Rs/Quintal
Nabha,99,Tonnes,NR,Other,1000,2200,1800,Rs/Quintal
Naushera Pannuan,0.02,Tonnes,NR,Other,1650,1650,1650,Rs/Quintal
Patiala,22.5,Tonnes,NR,Other,700,1100,800,Rs/Quintal
Zira,1.3,Tonnes,NR,Peas cod,600,800,700,Rs/Quintal
Rajasthan,,,,,,,,
Chomu(F&V),17.1,Tonnes,NR,Other,900,1800,1400,Rs/Quintal
Uttar Pradesh,,,,,,,,
Anwala,3,Tonnes,NR,Peas cod,900,1100,1000,Rs/Quintal
Bangarmau,1.2,Tonnes,NR,Peas cod,1400,1500,1450,Rs/Quintal
Chutmalpur,0.6,Tonnes,NR,Peas cod,1120,1275,1200,Rs/Quintal
Faizabad,114.8,Tonnes,NR,Peas cod,1375,1600,1400,Rs/Quintal
Farukhabad,13,Tonnes,NR,Peas cod,1200,1300,1250,Rs/Quintal
Fatehpur Sikri,3,Tonnes,NR,Peas cod,1220,1280,1250,Rs/Quintal
Gorakhpur,160,Tonnes,NR,Peas cod,1215,1325,1265,Rs/Quintal
Jalaun,3320,Tonnes,NR,Peas cod,1260,1350,1300,Rs/Quintal
Kadhle,0.8,Tonnes,NR,Other,900,1000,950,Rs/Quintal
Khalilabad,25,Tonnes,NR,Peas cod,1275,1450,1350,Rs/Quintal
Konch,230,Tonnes,NR,Peas cod,1300,1550,1450,Rs/Quintal
Kopaganj,4,Tonnes,NR,Peas cod,1175,1275,1225,Rs/Quintal
Mirzapur,14,Tonnes,NR,Other,1215,1280,1250,Rs/Quintal
Muradnagar,5,Tonnes,NR,Peas cod,1000,1200,1100,Rs/Quintal
Sahiyapur,12,Tonnes,NR,Peas cod,1300,1425,1360,Rs/Quintal
Shahganj,4,Tonnes,NR,Peas cod,1550,1700,1600,Rs/Quintal
Shahpur,0.7,Tonnes,NR,Peas cod,NR,NR,970,Rs/Quintal
Tamkuhi Road,27.1,Tonnes,NR,Peas cod,1100,1200,1150,Rs/Quintal
West Bengal,,,,,,,,
Uluberia,0.8,Tonnes,NR,Other,2700,3200,2800,Rs/Quintal
Peas Wet,,,,,,,,
Chandigarh,,,,,,,,
Chandigarh(Grain/Fruit),54.44,Tonnes,NR,Other,1000,1400,1200,Rs/Quintal
Gujarat,,,,,,,,
Ahmedabad,252.3,Tonnes,NR,Other,1200,1700,1500,Rs/Quintal
Vadhvan,4.7,Tonnes,NR,Peas Wet,1800,2000,1900,Rs/Quintal
Haryana,,,,,,,,
Ambala Cantt.,7.5,Tonnes,NR,Peas Wet,1200,1500,1400,Rs/Quintal
Asandh,1,Tonnes,NR,Other,800,1000,950,Rs/Quintal
Barara,NR,Tonnes,NR,Other,2500,3000,2500,Rs/Quintal
Barwala(Hisar),42,Tonnes,NR,Other,1500,1600,1600,Rs/Quintal
Cheeka,2,Tonnes,NR,Peas Wet,1400,2000,1800,Rs/Quintal
Chhachrauli,0.3,Tonnes,NR,Peas Wet,1430,1700,1430,Rs/Quintal
Faridabad,7,Tonnes,NR,Other,1200,1500,1350,Rs/Quintal
Ganaur,1,Tonnes,NR,Peas Wet,1200,2000,1500,Rs/Quintal
Hansi,19.8,Tonnes,NR,Other,1580,1600,1590,Rs/Quintal
Jagadhri,2.5,Tonnes,NR,Other,700,1000,1000,Rs/Quintal
Jakhal,0.2,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Khanina,0.2,Tonnes,NR,Other,2100,2100,2100,Rs/Quintal
Ladwa,0.6,Tonnes,NR,Peas Wet,1800,2000,1800,Rs/Quintal
Mohindergarh,92,Tonnes,NR,Peas Wet,1200,1500,1400,Rs/Quintal
Mustafabad,0.3,Tonnes,NR,Other,1600,1700,1600,Rs/Quintal
Naraingarh,2.31,Tonnes,NR,Peas Wet,1200,1800,1500,Rs/Quintal
Narnaul,4.6,Tonnes,NR,Other,1500,1800,1800,Rs/Quintal
Pataudi,23,Tonnes,NR,Other,1400,1800,1600,Rs/Quintal
Radaur,8,Tonnes,NR,Other,1600,2000,1700,Rs/Quintal
Ratia,8.5,Tonnes,NR,Other,1200,1200,1200,Rs/Quintal
Sadhaura,1.5,Tonnes,NR,Peas Wet,1400,1600,1500,Rs/Quintal
Samalkha,0.2,Tonnes,NR,Peas Wet,1800,2000,1900,Rs/Quintal
Shahabad,5.1,Tonnes,NR,Peas Wet,1200,1800,1400,Rs/Quintal
Shahzadpur,1.1,Tonnes,NR,Peas Wet,1500,2000,1600,Rs/Quintal
Sonepat,19.3,Tonnes,NR,Other,1200,1500,1200,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bhuntar,1.4,Tonnes,NR,Other,1900,2000,1950,Rs/Quintal
Hamirpur,1.17,Tonnes,NR,Other,1400,1800,1600,Rs/Quintal
Hamirpur(Nadaun),0.28,Tonnes,NR,Other,1400,1800,1600,Rs/Quintal
Kangra(Baijnath),14,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Kangra(Jaisinghpur),0.3,Tonnes,NR,Peas Wet,1400,1500,1500,Rs/Quintal
Kullu,0.8,Tonnes,NR,Other,1600,2500,2000,Rs/Quintal
Mandi(Takoli),0.1,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Nahan,0.35,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Palampur,30,Tonnes,NR,Other,1400,1500,1450,Rs/Quintal
Santoshgarh,0.7,Tonnes,NR,Peas Wet,1300,1600,1400,Rs/Quintal
Shimla,6.5,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,1,Tonnes,NR,Other,1400,1500,1450,Rs/Quintal
Jharkhand,,,,,,,,
Gumla,8,Tonnes,NR,Other,2500,3000,2750,Rs/Quintal
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",32,Tonnes,NR,Peas Wet,2000,2500,2200,Rs/Quintal
Madhya Pradesh,,,,,,,,
Badnawar(F&V),470,Tonnes,NR,Peas Wet,800,1200,1000,Rs/Quintal
Dewas(F&V),0.7,Tonnes,NR,Other,1200,1900,1500,Rs/Quintal
Haatpipliya,0.1,Tonnes,NR,Peas Wet,1500,2700,2100,Rs/Quintal
Khandwa(F&V),0.8,Tonnes,NR,Peas Wet,1100,1650,1300,Rs/Quintal
Shahpura Bhitoni (F&V),174.3,Tonnes,NR,Peas Wet,900,1750,1300,Rs/Quintal
Ujjain(F&V),2,Tonnes,NR,Peas Wet,500,1200,800,Rs/Quintal
Maharashtra,,,,,,,,
Ahmednagar,12,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Aurangabad,19,Tonnes,NR,Other,1400,2000,1700,Rs/Quintal
Chandrapur(Ganjwad),12,Tonnes,NR,Other,1000,2000,1500,Rs/Quintal
Kalyan,NR,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
Kamthi,1,Tonnes,NR,Other,1200,2000,1900,Rs/Quintal
Karad,5,Tonnes,NR,Other,2000,2400,2400,Rs/Quintal
Khed(Chakan),30,Tonnes,NR,Other,1500,2500,2000,Rs/Quintal
Mumbai,550,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Nasik,33,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Palus,1,Tonnes,NR,Other,2500,2700,2600,Rs/Quintal
Pandharpur,1,Tonnes,NR,Other,2000,3000,2400,Rs/Quintal
Pune,104,Tonnes,NR,Other,1500,2500,2000,Rs/Quintal
Pune(Hadapsar),1,Tonnes,NR,Other,3000,3400,3200,Rs/Quintal
Pune(Khadiki),NR,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Ratnagiri (Nachane),2,Tonnes,NR,Other,2500,3000,2800,Rs/Quintal
Satara,4,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,331.8,Tonnes,NR,Peas Wet,1000,2500,1667,Rs/Quintal
Shahdara,98.32,Tonnes,NR,Peas Wet,1000,1400,1200,Rs/Quintal
Punjab,,,,,,,,
Adampur,2,Tonnes,NR,Other,1000,1200,1200,Rs/Quintal
Amritsar(Amritsar Mewa Mandi),140,Tonnes,NR,Peas Wet,800,1000,900,Rs/Quintal
Banur (Kheragaju),0.3,Tonnes,NR,Other,1200,1500,1300,Rs/Quintal
Barnala,13.7,Tonnes,NR,Other,1100,1300,1200,Rs/Quintal
