"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
,,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Nakud,0.3,Tonnes,NR,Other,300,400,350,Rs/Quintal
Nanuta,0.6,Tonnes,NR,Raddish,300,500,400,Rs/Quintal
Naugarh,1,Tonnes,NR,Raddish,315,400,360,Rs/Quintal
Nautnava,0.1,Tonnes,NR,Raddish,400,600,500,Rs/Quintal
Pilibhit,25,Tonnes,NR,Raddish,310,330,325,Rs/Quintal
Puranpur,1.9,Tonnes,NR,Raddish,340,360,350,Rs/Quintal
Raibareilly,1,Tonnes,NR,Raddish,660,700,675,Rs/Quintal
Rampurmaniharan,0.4,Tonnes,NR,Raddish,200,400,300,Rs/Quintal
Rudauli,0.5,Tonnes,NR,Raddish,250,350,300,Rs/Quintal
Rura,4,Tonnes,NR,Other,350,400,375,Rs/Quintal
Saharanpur,31.5,Tonnes,NR,Raddish,220,320,270,Rs/Quintal
Sahiyapur,2.6,Tonnes,NR,Raddish,330,415,370,Rs/Quintal
Saidpur,1,Tonnes,NR,Raddish,300,400,350,Rs/Quintal
Samsabad,4,Tonnes,NR,Raddish,250,350,300,Rs/Quintal
Shahganj,1,Tonnes,NR,Raddish,360,500,430,Rs/Quintal
Shahpur,0.7,Tonnes,NR,Raddish,NR,NR,330,Rs/Quintal
Shamli,14,Tonnes,NR,Raddish,250,350,300,Rs/Quintal
Sultanpur,2.5,Tonnes,NR,Raddish,350,400,380,Rs/Quintal
Sultanpurchilkana,0.8,Tonnes,NR,Raddish,300,340,320,Rs/Quintal
Tanda(Rampur),0.7,Tonnes,NR,Other,210,220,215,Rs/Quintal
Thanabhawan,1.5,Tonnes,NR,Raddish,250,300,270,Rs/Quintal
Tilhar,0.1,Tonnes,NR,Raddish,380,425,400,Rs/Quintal
Tundla,1.5,Tonnes,NR,Raddish,450,480,470,Rs/Quintal
Ujhani,0.6,Tonnes,NR,Other,450,550,500,Rs/Quintal
Unnao,1,Tonnes,NR,Raddish,310,400,370,Rs/Quintal
Vishalpur,1.5,Tonnes,NR,Raddish,325,450,375,Rs/Quintal
Uttrakhand,,,,,,,,
Bhagwanpur(Naveen Mandi Sthal),0.5,Tonnes,NR,Other,200,250,225,Rs/Quintal
Dehradoon,23,Tonnes,NR,Other,250,400,350,Rs/Quintal
Haridwar Union,41,Tonnes,NR,Other,200,300,250,Rs/Quintal
Kashipur,2.2,Tonnes,NR,Other,400,500,450,Rs/Quintal
Khateema,1,Tonnes,NR,Raddish,400,600,500,Rs/Quintal
Ramnagar,0.2,Tonnes,NR,Other,350,450,400,Rs/Quintal
Rishikesh,2.2,Tonnes,NR,Raddish,305,460,355,Rs/Quintal
Roorkee,3,Tonnes,NR,Other,150,350,210,Rs/Quintal
Rudrapur,2.5,Tonnes,NR,Other,100,300,200,Rs/Quintal
Sitarganj,0.9,Tonnes,NR,Other,300,500,400,Rs/Quintal
Vikasnagar,1.5,Tonnes,NR,Other,300,400,300,Rs/Quintal
West Bengal,,,,,,,,
Gangarampur(Dakshin Dinajpur),1.7,Tonnes,NR,Other,600,800,700,Rs/Quintal
Karsiyang(Matigara),3.6,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Moynaguri,2.5,Tonnes,NR,Other,500,550,525,Rs/Quintal
Ridge gourd(Tori),,,,,,,,
Andhra Pradesh,,,,,,,,
Palamaner,34,Tonnes,NR,Ridgeguard(Tori),750,1500,1125,Rs/Quintal
Gujarat,,,,,,,,
Surat,7.5,Tonnes,NR,Other,1000,3250,2125,Rs/Quintal
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",6,Tonnes,NR,Ridgeguard(Tori),2000,2800,2400,Rs/Quintal
Channapatana,NR,Tonnes,NR,Ridgeguard(Tori),2000,2500,2200,Rs/Quintal
Chickkaballapura,8,Tonnes,NR,Ridgeguard(Tori),1500,2400,1950,Rs/Quintal
Doddaballa Pur,NR,Tonnes,NR,Ridgeguard(Tori),1600,2000,1800,Rs/Quintal
Honnali,1,Tonnes,NR,Ridgeguard(Tori),1000,1500,1300,Rs/Quintal
Hospet,2,Tonnes,NR,Ridgeguard(Tori),1200,1400,1300,Rs/Quintal
Kolar,2,Tonnes,NR,Ridgeguard(Tori),2200,2800,2500,Rs/Quintal
Mysore (Bandipalya),6,Tonnes,NR,Ridgeguard(Tori),1600,1800,1700,Rs/Quintal
Ramanagara,NR,Tonnes,NR,Ridgeguard(Tori),2000,2400,2200,Rs/Quintal
Kerala,,,,,,,,
Kanjangadu,0.65,Tonnes,NR,Ridgeguard(Tori),2800,3200,3000,Rs/Quintal
Manjeswaram,5,Tonnes,NR,Ridgeguard(Tori),3400,4400,3900,Rs/Quintal
Neeleswaram,0.8,Tonnes,NR,Other,5000,5400,5200,Rs/Quintal
Thodupuzha,0.5,Tonnes,NR,Other,1400,1600,1600,Rs/Quintal
Maharashtra,,,,,,,,
Chandrapur(Ganjwad),NR,Tonnes,NR,Other,1500,2000,1500,Rs/Quintal
Karad,1,Tonnes,NR,Other,2000,2800,2800,Rs/Quintal
Mumbai,19,Tonnes,NR,Other,2000,2600,2300,Rs/Quintal
Pune,1,Tonnes,NR,Other,2000,5000,2500,Rs/Quintal
Pune(Hadapsar),1,Tonnes,NR,Other,4000,6500,5000,Rs/Quintal
Solapur,1,Tonnes,NR,Other,800,4000,2200,Rs/Quintal
Odisha,,,,,,,,
Dhenkanal,0.06,Tonnes,NR,Other,2000,2500,2000,Rs/Quintal
Mottagaon,0.06,Tonnes,NR,Other,2000,2500,2000,Rs/Quintal
Udala,1,Tonnes,NR,Ridgeguard(Tori),3000,3100,3000,Rs/Quintal
Telangana,,,,,,,,
Bowenpally,9.3,Tonnes,NR,Other,2000,4000,3500,Rs/Quintal
Gudimalkapur,2.3,Tonnes,NR,Other,1500,2500,2000,Rs/Quintal
West Bengal,,,,,,,,
Balarampur,0.04,Tonnes,NR,Other,3000,3100,3050,Rs/Quintal
Sealdah Koley Market,6.5,Tonnes,NR,Other,3800,4000,3800,Rs/Quintal
Round gourd,,,,,,,,
Gujarat,,,,,,,,
Vyra,0.24,Tonnes,NR,Other,1000,1750,1375,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,1,Tonnes,NR,Other,1500,1600,1550,Rs/Quintal
Samba,1.5,Tonnes,NR,Round gourd,1300,1500,1400,Rs/Quintal
Punjab,,,,,,,,
Barnala,0.1,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Season Leaves,,,,,,,,
Himachal Pradesh,,,,,,,,
Mandi(Takoli),0.1,Tonnes,NR,Other,500,700,600,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,12.3,Tonnes,NR,Season Leaves,800,1200,1000,Rs/Quintal
Punjab,,,,,,,,
Bilga,0.08,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Bilga (Talwan ),0.9,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Kot ise Khan,1,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Sultanpur,0.3,Tonnes,NR,Other,400,450,450,Rs/Quintal
Seemebadnekai,,,,,,,,
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",5,Tonnes,NR,Seemebadanekai,1000,1200,1100,Rs/Quintal
Chickkaballapura,11,Tonnes,NR,Seemebadanekai,500,600,550,Rs/Quintal
Mysore (Bandipalya),6,Tonnes,NR,Seemebadanekai,500,700,600,Rs/Quintal
Ramanagara,NR,Tonnes,NR,Seemebadanekai,1000,1300,1150,Rs/Quintal
Snake gourd,,,,,,,,
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",6,Tonnes,NR,Snakeguard,800,1000,900,Rs/Quintal
Chickkaballapura,1,Tonnes,NR,Snakeguard,600,800,700,Rs/Quintal
Mysore (Bandipalya),8,Tonnes,NR,Snakeguard,500,600,550,Rs/Quintal
Ramanagara,NR,Tonnes,NR,Snakeguard,1400,1600,1500,Rs/Quintal
Kerala,,,,,,,,
Aluva,2,Tonnes,NR,Snakeguard,500,1000,800,Rs/Quintal
Angamaly,0.2,Tonnes,NR,Snakeguard,2000,2600,2300,Rs/Quintal
Athirampuzha,0.35,Tonnes,NR,Snakeguard,800,1000,900,Rs/Quintal
Chala,3,Tonnes,NR,Other,2700,2756,2723,Rs/Quintal
Chalakudy,1,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Chathanoor,0.4,Tonnes,NR,Other,2800,3200,3000,Rs/Quintal
Chengannur,2,Tonnes,NR,Other,1800,2100,2000,Rs/Quintal
Elevancheri,50,Tonnes,NR,Snakeguard,500,700,600,Rs/Quintal
Ernakulam,0.25,Tonnes,NR,Snakeguard,1200,1500,1500,Rs/Quintal
Ettumanoor,1.9,Tonnes,NR,Snakeguard,1600,1800,1700,Rs/Quintal
Harippad,0.5,Tonnes,NR,Other,2500,3000,2500,Rs/Quintal
Kallachi,0.4,Tonnes,NR,Snakeguard,1800,2200,2000,Rs/Quintal
Kanjangadu,0.7,Tonnes,NR,Snakeguard,2400,2700,2500,Rs/Quintal
Kayamkulam,1,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Koduvayoor,0.8,Tonnes,NR,Other,1000,1600,1300,Rs/Quintal
Kollam,0.2,Tonnes,NR,Other,2600,2800,2700,Rs/Quintal
Kondotty,0.25,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Koovapadi,0.3,Tonnes,NR,Snakeguard,700,1000,900,Rs/Quintal
Kothamangalam,1,Tonnes,NR,Other,1500,2000,1800,Rs/Quintal
Kuruppanthura,2.5,Tonnes,NR,Snakeguard,1400,2200,1800,Rs/Quintal
Kuttoor,1.8,Tonnes,NR,Snakeguard,2300,2500,2400,Rs/Quintal
Madhavapuram,2,Tonnes,NR,Other,2200,2500,2400,Rs/Quintal
Manjeri,4,Tonnes,NR,Other,500,600,550,Rs/Quintal
Manjeswaram,5,Tonnes,NR,Snakeguard,2800,3400,3100,Rs/Quintal
Moovattupuzha,2,Tonnes,NR,Snakeguard,1500,1750,1650,Rs/Quintal
Neeleswaram,0.4,Tonnes,NR,Other,4600,5000,4800,Rs/Quintal
Neyyatinkara,0.2,Tonnes,NR,Other,2300,2500,2400,Rs/Quintal
Omalloor,0.02,Tonnes,NR,Snakeguard,1900,2000,2000,Rs/Quintal
Pala,1,Tonnes,NR,Snakeguard,1400,2000,1800,Rs/Quintal
Palakkad,0.5,Tonnes,NR,Snakeguard,1200,1600,1500,Rs/Quintal
Palayam,5,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Pampady,1,Tonnes,NR,Other,2000,2400,2200,Rs/Quintal
Pandalam,0.4,Tonnes,NR,Snakeguard,1500,2000,1500,Rs/Quintal
Parassala,4,Tonnes,NR,Snakeguard,1000,1000,1000,Rs/Quintal
Pattambi,0.1,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Perinthalmanna,2.5,Tonnes,NR,Snakeguard,1500,1700,1600,Rs/Quintal
Perumbavoor,4,Tonnes,NR,Snakeguard,1200,2000,1500,Rs/Quintal
Quilandy,0.5,Tonnes,NR,Other,1700,1800,1800,Rs/Quintal
Thalayolaparambu,0.8,Tonnes,NR,Snakeguard,1600,2000,1900,Rs/Quintal
Thamarassery,0.25,Tonnes,NR,Other,1800,3500,2100,Rs/Quintal
Thodupuzha,1,Tonnes,NR,Other,1000,1200,1200,Rs/Quintal
Thrippunithura,0.6,Tonnes,NR,Snakeguard,2400,3500,2800,Rs/Quintal
vadakarapathy,1,Tonnes,NR,Other,300,500,400,Rs/Quintal
Vadakkenchery,0.2,Tonnes,NR,Other,1700,2300,2000,Rs/Quintal
Maharashtra,,,,,,,,
Mumbai,2,Tonnes,NR,Other,1000,1400,1200,Rs/Quintal
Panvel,5,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Telangana,,,,,,,,
Bowenpally,1.4,Tonnes,NR,Other,500,1500,1200,Rs/Quintal
L B Nagar,0.2,Tonnes,NR,Other,800,800,800,Rs/Quintal
Spinach,,,,,,,,
Gujarat,,,,,,,,
Ahmedabad(Rajnagar sub yard),14.6,Tonnes,NR,Other,500,800,700,Rs/Quintal
"Anand(Veg,Yard,Anand)",2.92,Tonnes,NR,Spinach,1250,1500,1300,Rs/Quintal
Padra,1,Tonnes,NR,Other,500,700,600,Rs/Quintal
Haryana,,,,,,,,
Asandh,0.7,Tonnes,NR,Other,500,600,550,Rs/Quintal
Bapauli,0.13,Tonnes,NR,Other,900,1300,1100,Rs/Quintal
Chhachrauli,1,Tonnes,NR,Spinach,600,670,600,Rs/Quintal
Hissar,4.2,Tonnes,NR,Other,500,1000,800,Rs/Quintal
Jakhal,3,Tonnes,NR,Other,600,600,600,Rs/Quintal
Kunjpura,0.04,Tonnes,NR,Other,800,800,800,Rs/Quintal
Meham,10,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Mohindergarh,2.3,Tonnes,NR,Spinach,500,800,600,Rs/Quintal
Mullana,0.1,Tonnes,NR,Other,1600,1600,1600,Rs/Quintal
Mustafabad,0.3,Tonnes,NR,Other,300,400,300,Rs/Quintal
Naraingarh,0.61,Tonnes,NR,Spinach,600,1000,850,Rs/Quintal
Narnaul,1.2,Tonnes,NR,Other,600,700,700,Rs/Quintal
Narnaund,0.5,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Pataudi,2,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Radaur,9,Tonnes,NR,Other,400,600,500,Rs/Quintal
Sadhaura,1.5,Tonnes,NR,Spinach,300,500,400,Rs/Quintal
Shahabad,1.4,Tonnes,NR,Spinach,500,1000,700,Rs/Quintal
Shahzadpur,0.21,Tonnes,NR,Spinach,500,513,513,Rs/Quintal
Sonepat,4.6,Tonnes,NR,Other,800,1200,800,Rs/Quintal
Thanesar,2,Tonnes,NR,Other,600,1500,900,Rs/Quintal
Uklana,0.3,Tonnes,NR,Spinach,300,300,300,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bhuntar,0.5,Tonnes,NR,Other,1500,2500,2000,Rs/Quintal
Bilaspur,0.2,Tonnes,NR,Other,1500,2500,2000,Rs/Quintal
Chamba,0.34,Tonnes,NR,Other,500,1000,750,Rs/Quintal
Dhanotu (Mandi),1,Tonnes,NR,Other,1000,1500,1250,Rs/Quintal
Hamirpur,0.14,Tonnes,NR,Other,400,500,500,Rs/Quintal
Kangra,0.3,Tonnes,NR,Other,500,600,550,Rs/Quintal
Kangra(Baijnath),0.4,Tonnes,NR,Other,1000,1200,1200,Rs/Quintal
Kangra(Jaisinghpur),0.05,Tonnes,NR,Other,1200,1300,1300,Rs/Quintal
Kangra(Jassour),1,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Kullu,0.3,Tonnes,NR,Other,1500,2000,1800,Rs/Quintal
Mandi(Mandi),0.4,Tonnes,NR,Other,1000,1500,1400,Rs/Quintal
Palampur,0.7,Tonnes,NR,Spinach,1200,1300,1250,Rs/Quintal
Solan(Nalagarh),0.7,Tonnes,NR,Other,700,1000,900,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,0.5,Tonnes,NR,Other,1200,1300,1250,Rs/Quintal
Samba,1.5,Tonnes,NR,Spinach,800,1200,1000,Rs/Quintal
Madhya Pradesh,,,,,,,,
Badnawar(F&V),0.8,Tonnes,NR,Spinach,1000,1250,1100,Rs/Quintal
Khandwa(F&V),0.2,Tonnes,NR,Other,500,780,600,Rs/Quintal
Kukshi,0.12,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Petlawad,0.1,Tonnes,NR,Other,500,900,600,Rs/Quintal
Sagar(F&V),0.2,Tonnes,NR,Other,400,600,500,Rs/Quintal
Sanwer,0.32,Tonnes,NR,Other,600,650,625,Rs/Quintal
Shivpuri(F&V),4,Tonnes,NR,Other,700,700,700,Rs/Quintal
Thandla,1.2,Tonnes,NR,Spinach,1000,1100,1050,Rs/Quintal
Timarni,0.03,Tonnes,NR,Spinach,700,1000,850,Rs/Quintal
Ujjain(F&V),0.1,Tonnes,NR,Spinach,500,1000,800,Rs/Quintal
Maharashtra,,,,,,,,
Amrawati(Frui & Veg. Market),2,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Aurangabad,1200,Tonnes,NR,Other,100,200,150,Rs/Quintal
Jalgaon,NR,Tonnes,NR,Other,1400,1400,1400,Rs/Quintal
Kalmeshwar,4,Tonnes,NR,Other,410,600,520,Rs/Quintal
Kalyan,NR,Tonnes,NR,Other,5,7,6,Rs/Quintal
Kamthi,NR,Tonnes,NR,Other,1000,1600,1400,Rs/Quintal
Karad,60,Tonnes,NR,Other,2,4,4,Rs/Quintal
Khed(Chakan),499,Tonnes,NR,Other,300,600,450,Rs/Quintal
Nagpur,13,Tonnes,NR,Other,1000,1500,1375,Rs/Quintal
Nashik(Devlali),7,Tonnes,NR,Other,200,480,250,Rs/Quintal
Nasik,1,Tonnes,NR,Other,170,350,240,Rs/Quintal
Pandharpur,36,Tonnes,NR,Other,1,5,4,Rs/Quintal
Pune,1578,Tonnes,NR,Other,3,5,4,Rs/Quintal
Pune(Hadapsar),2650,Tonnes,NR,Other,3,5,4,Rs/Quintal
Pune(Khadiki),121,Tonnes,NR,Other,4,5,5,Rs/Quintal
Pune(Pimpri),210,Tonnes,NR,Other,4,10,7,Rs/Quintal
Rahuri,42,Tonnes,NR,Other,2,5,3,Rs/Quintal
Ramtek,1,Tonnes,NR,Other,500,600,550,Rs/Quintal
Solapur,157,Tonnes,NR,Other,200,300,250,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,36.8,Tonnes,NR,Spinach,250,1200,617,Rs/Quintal
Shahdara,5.51,Tonnes,NR,Spinach,900,1100,1000,Rs/Quintal
Punjab,,,,,,,,
Adampur,0.1,Tonnes,NR,Other,600,700,700,Rs/Quintal
Ajnala,0.2,Tonnes,NR,Spinach,500,600,500,Rs/Quintal
Barnala,0.7,Tonnes,NR,Other,500,700,600,Rs/Quintal
Bassi Pathana,0.2,Tonnes,NR,Spinach,1000,1000,1000,Rs/Quintal
Bhulath,0.08,Tonnes,NR,Spinach,1000,1300,1200,Rs/Quintal
Bhulath (Nadala),0.62,Tonnes,NR,Spinach,1100,1400,1300,Rs/Quintal
Chogawan,0.1,Tonnes,NR,Spinach,800,1000,900,Rs/Quintal
Dasuya,0.1,Tonnes,NR,Other,1500,2000,2000,Rs/Quintal
Dhanaula,0.12,Tonnes,NR,Spinach,400,600,500,Rs/Quintal
Dinanagar,0.1,Tonnes,NR,Spinach,600,700,650,Rs/Quintal
Dudhansadhan,0.4,Tonnes,NR,Other,800,1000,900,Rs/Quintal
F.G.Churian,0.4,Tonnes,NR,Spinach,710,750,720,Rs/Quintal
Fazilka (Ladhuka),0.02,Tonnes,NR,Other,500,500,500,Rs/Quintal
Ferozepur Cantt.,0.05,Tonnes,NR,Spinach,500,600,550,Rs/Quintal
Firozepur City,0.2,Tonnes,NR,Other,200,500,350,Rs/Quintal
Gehri(Jandiala mandi),0.5,Tonnes,NR,Spinach,800,800,800,Rs/Quintal
Giddarbaha,0.1,Tonnes,NR,Spinach,400,500,500,Rs/Quintal
Khadur Sahib(Fetehabad),1.1,Tonnes,NR,Other,500,600,550,Rs/Quintal
Khamano,0.2,Tonnes,NR,Spinach,1000,1000,1000,Rs/Quintal
Kurali,0.4,Tonnes,NR,Other,600,700,650,Rs/Quintal
Lohian Khas,0.1,Tonnes,NR,Other,100,300,200,Rs/Quintal
Majitha,0.3,Tonnes,NR,Spinach,800,1000,1000,Rs/Quintal
Malerkotla,20,Tonnes,NR,Other,850,1100,900,Rs/Quintal
Malout,1,Tonnes,NR,Spinach,400,600,500,Rs/Quintal
Mehatpur,0.07,Tonnes,NR,Other,500,600,600,Rs/Quintal
Mukerian,600,Tonnes,NR,Spinach,400,650,500,Rs/Quintal
Muktsar,1,Tonnes,NR,Spinach,500,700,600,Rs/Quintal
Patti,0.3,Tonnes,NR,Other,300,500,400,Rs/Quintal
Sahnewal,0.07,Tonnes,NR,Spinach,1000,1000,1000,Rs/Quintal
Sirhind,0.2,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Zira,1.3,Tonnes,NR,Spinach,300,500,400,Rs/Quintal
Rajasthan,,,,,,,,
Alwar(FV),0.4,Tonnes,NR,Other,900,1100,1000,Rs/Quintal
Chomu(F&V),5,Tonnes,NR,Spinach,500,1000,700,Rs/Quintal
Jaipur(F&V),19.8,Tonnes,NR,Other,1200,1500,1350,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achnera,1.7,Tonnes,NR,Spinach,600,700,650,Rs/Quintal
Aligarh,30,Tonnes,NR,Spinach,600,700,650,Rs/Quintal
Bijnaur,1.2,Tonnes,NR,Spinach,570,670,620,Rs/Quintal
Faizabad,1.5,Tonnes,NR,Spinach,830,900,850,Rs/Quintal
Farukhabad,6,Tonnes,NR,Spinach,350,450,400,Rs/Quintal
Gazipur,10,Tonnes,NR,Spinach,500,600,560,Rs/Quintal
Ghiraur,0.7,Tonnes,NR,Spinach,380,450,410,Rs/Quintal
Gorakhpur,25,Tonnes,NR,Spinach,680,770,720,Rs/Quintal
Mainpuri,3,Tonnes,NR,Spinach,350,500,450,Rs/Quintal
Paliakala,1.6,Tonnes,NR,Spinach,280,320,300,Rs/Quintal
Sultanpur,2.5,Tonnes,NR,Spinach,680,740,700,Rs/Quintal
Tundla,2,Tonnes,NR,Other,650,680,660,Rs/Quintal
Unnao,5,Tonnes,NR,Spinach,675,780,725,Rs/Quintal
Sponge gourd,,,,,,,,
Gujarat,,,,,,,,
Ankleshwar,0.28,Tonnes,NR,Sponge gourd,875,1325,1100,Rs/Quintal
Padra,1,Tonnes,NR,Other,1500,1750,1600,Rs/Quintal
Surat,7.5,Tonnes,NR,Other,800,2000,1400,Rs/Quintal
Talalagir,0.16,Tonnes,NR,Other,1850,2000,1950,Rs/Quintal
Himachal Pradesh,,,,,,,,
Kullu,0.3,Tonnes,NR,Other,1400,1800,1600,Rs/Quintal
Madhya Pradesh,,,,,,,,
Badnawar(F&V),0.4,Tonnes,NR,Sponge gourd,3000,3250,3100,Rs/Quintal
Khandwa(F&V),0.2,Tonnes,NR,Other,1200,1688,1500,Rs/Quintal
Kukshi,0.25,Tonnes,NR,Other,2200,2600,2400,Rs/Quintal
Sanwer,1,Tonnes,NR,Sponge gourd,950,1000,975,Rs/Quintal
Thandla,1.35,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Ujjain(F&V),0.2,Tonnes,NR,Sponge gourd,600,1000,800,Rs/Quintal
Uttar Pradesh,,,,,,,,
Dhanura,0.6,Tonnes,NR,Other,700,800,700,Rs/Quintal
Gulavati,0.3,Tonnes,NR,Other,455,459,457,Rs/Quintal
Najibabad,0.5,Tonnes,NR,Sponge gourd,950,1050,1000,Rs/Quintal
Tilhar,0.1,Tonnes,NR,Sponge gourd,390,415,400,Rs/Quintal
Squash(Chappal Kadoo),,,,,,,,
Himachal Pradesh,,,,,,,,
Bhuntar,0.2,Tonnes,NR,Other,1500,1600,1550,Rs/Quintal
Kullu,0.3,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Punjab,,,,,,,,
Giddarbaha,0.1,Tonnes,NR,Squash(Chappal Kadoo),700,800,800,Rs/Quintal
West Bengal,,,,,,,,
Karsiyang(Matigara),1.6,Tonnes,NR,Other,1400,1800,1600,Rs/Quintal
Siliguri,12,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Surat Beans (Papadi),,,,,,,,
Gujarat,,,,,,,,
Ahmedabad,4.3,Tonnes,NR,Other,4000,4500,4300,Rs/Quintal
Ankleshwar,0.46,Tonnes,NR,Surat Beans (Papadi),1925,3075,2900,Rs/Quintal
Mandvi,0.78,Tonnes,NR,Other,2500,4000,3250,Rs/Quintal
Padra,1.7,Tonnes,NR,Other,2500,3000,2700,Rs/Quintal
S.Mandvi,0.78,Tonnes,NR,Other,2500,4000,3250,Rs/Quintal
Surat,7.5,Tonnes,NR,Other,2500,4000,3250,Rs/Quintal
Vyra,0.3,Tonnes,NR,Other,3250,3500,3375,Rs/Quintal
Suvarna Gadde,,,,,,,,
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",8,Tonnes,NR,Suvarnagadde,2400,2600,2500,Rs/Quintal
Koppa,17,Tonnes,NR,Suvarnagadde,1000,1000,1000,Rs/Quintal
Mysore (Bandipalya),5,Tonnes,NR,Suvarnagadde,1500,1800,1600,Rs/Quintal
Somvarpet,22,Tonnes,NR,Suvarnagadde,625,1000,1000,Rs/Quintal
Sweet Potato,,,,,,,,
Gujarat,,,,,,,,
Ahmedabad,58.6,Tonnes,NR,Other,1000,1500,1300,Rs/Quintal
Bharuch,1.44,Tonnes,NR,Other,1500,1750,1600,Rs/Quintal
Dahod(Veg. Market),4.85,Tonnes,NR,Sweet Potato,500,1500,1300,Rs/Quintal
Nadiyad(Piplag),108.8,Tonnes,NR,Sweet Potato,1200,1300,1250,Rs/Quintal
Padra,0.6,Tonnes,NR,Other,1800,2100,2000,Rs/Quintal
Surat,4.5,Tonnes,NR,Other,1200,1750,1475,Rs/Quintal
Haryana,,,,,,,,
Barwala(Hisar),13,Tonnes,NR,Other,1400,1500,1500,Rs/Quintal
Gohana,1,Tonnes,NR,Other,1800,2000,1800,Rs/Quintal
Mohindergarh,4.6,Tonnes,NR,Sweet Potato,1200,1400,1400,Rs/Quintal
Naraingarh,0.15,Tonnes,NR,Sweet Potato,2000,2000,2000,Rs/Quintal
Shahabad,0.5,Tonnes,NR,Sweet Potato,1300,2000,1500,Rs/Quintal
Karnataka,,,,,,,,
"Binny Mill (F&V), Bangalore",2,Tonnes,NR,Sweet Potato,600,800,700,Rs/Quintal
Somvarpet,12,Tonnes,NR,Sweet Potato,500,500,500,Rs/Quintal
Kerala,,,,,,,,
Manjeswaram,5,Tonnes,NR,Sweet Potato,2800,3800,3300,Rs/Quintal
Palakkad,0.5,Tonnes,NR,Sweet Potato,2000,2500,2300,Rs/Quintal
Pattambi,0.5,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
Perinthalmanna,2.4,Tonnes,NR,Sweet Potato,3000,3400,3200,Rs/Quintal
Vadakkenchery,0.21,Tonnes,NR,Other,2500,3000,2750,Rs/Quintal
Madhya Pradesh,,,,,,,,
Lashkar(F&V),3.1,Tonnes,NR,Sweet Potato,700,900,800,Rs/Quintal
Maharashtra,,,,,,,,
Mumbai,19,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,75.9,Tonnes,NR,Sweet Potato,800,1600,1200,Rs/Quintal
Punjab,,,,,,,,
Nawan Shahar(Subzi Mandi),0.2,Tonnes,NR,Other,1000,2000,1600,Rs/Quintal
Sirhind,0.2,Tonnes,NR,Other,1000,1500,1300,Rs/Quintal
Rajasthan,,,,,,,,
Chittorgarh,2.8,Tonnes,NR,Other,1000,1100,1050,Rs/Quintal
Telangana,,,,,,,,
Bowenpally,5.9,Tonnes,NR,Hosur Green,400,1300,1000,Rs/Quintal
Tripura,,,,,,,,
Melaghar,0.2,Tonnes,NR,Other,1800,2100,2000,Rs/Quintal
Uttar Pradesh,,,,,,,,
Chutmalpur,0.2,Tonnes,NR,Sweet Potato,950,1050,1000,Rs/Quintal
Firozabad,0.6,Tonnes,NR,Other,400,600,500,Rs/Quintal
Gangoh,0.2,Tonnes,NR,Sweet Potato,920,945,930,Rs/Quintal
Ganjdudwara,87,Tonnes,NR,Sweet Potato,750,850,800,Rs/Quintal
Jafarganj,0.6,Tonnes,NR,Sweet Potato,1100,1200,1150,Rs/Quintal
