"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
,,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Shujalpur,209.06,Tonnes,NR,Other,3000,3324,3220,Rs/Quintal
Shyampur,72.7,Tonnes,NR,Yellow,3070,3265,3210,Rs/Quintal
Siroli,28.9,Tonnes,NR,Soyabeen,3080,3256,3140,Rs/Quintal
Sironj,91.6,Tonnes,NR,Other,2900,3458,3179,Rs/Quintal
Sitmau,85,Tonnes,NR,Other,3000,3320,3250,Rs/Quintal
Soyatkalan,9,Tonnes,NR,Other,3100,3175,3155,Rs/Quintal
Susner,17.8,Tonnes,NR,Yellow,3150,3230,3200,Rs/Quintal
Suvasra,30.43,Tonnes,NR,Other,3000,3240,3120,Rs/Quintal
Taal,84.76,Tonnes,NR,Soyabeen,3150,3388,3328,Rs/Quintal
Tarana,476,Tonnes,NR,Yellow,2400,3380,3270,Rs/Quintal
Thandla,73,Tonnes,NR,Yellow,3125,3325,3300,Rs/Quintal
Timarni,172.4,Tonnes,NR,Soyabeen,2300,3318,3225,Rs/Quintal
Ujjain,783.8,Tonnes,NR,Yellow,2140,3522,3320,Rs/Quintal
Unhel,1437,Tonnes,NR,Soyabeen,275.9,340.1,319.4,Rs/Quintal
Vidisha,127,Tonnes,NR,Yellow,2280,3270,3120,Rs/Quintal
Maharashtra,,,,,,,,
Akola,181,Tonnes,NR,Yellow,3050,3340,3195,Rs/Quintal
Akot,95,Tonnes,NR,Yellow,3180,3325,3300,Rs/Quintal
Amalner,NR,Tonnes,NR,Other,3200,3200,3200,Rs/Quintal
Arvi,16,Tonnes,NR,Yellow,2900,3325,3200,Rs/Quintal
Ashti(Karanja),18,Tonnes,NR,Yellow,3000,3300,3150,Rs/Quintal
Aurad Shahajani,36,Tonnes,NR,Yellow,3305,3334,3319,Rs/Quintal
Babhulgaon,50,Tonnes,NR,Yellow,3130,3394,3265,Rs/Quintal
Barshi,13,Tonnes,NR,Other,3300,3325,3311,Rs/Quintal
Bhandara,1,Tonnes,NR,Yellow,3150,3150,3150,Rs/Quintal
Bhokar,1,Tonnes,NR,Yellow,3282,3282,3282,Rs/Quintal
Bhokardan(Pimpalgaon Renu),2,Tonnes,NR,Yellow,3150,3310,3250,Rs/Quintal
Buldhana,40,Tonnes,NR,Yellow,2900,3275,3250,Rs/Quintal
Chakur,7,Tonnes,NR,Yellow,3305,3342,3320,Rs/Quintal
Chalisgaon,1,Tonnes,NR,Other,3000,3187,3100,Rs/Quintal
Chandrapur,2,Tonnes,NR,Other,3315,3322,3320,Rs/Quintal
Chandur Bazar,11,Tonnes,NR,Yellow,3000,3330,3215,Rs/Quintal
Chandur Railway,20,Tonnes,NR,Yellow,3225,3300,3265,Rs/Quintal
Chikali,106,Tonnes,NR,Yellow,3047,3333,3190,Rs/Quintal
Daryapur,40,Tonnes,NR,Yellow,3135,3285,3180,Rs/Quintal
Deoulgaon Raja,1,Tonnes,NR,Yellow,3000,3101,3000,Rs/Quintal
Dhamngaon-Railway,85,Tonnes,NR,Yellow,3100,3340,3250,Rs/Quintal
Dharangaon,3,Tonnes,NR,Yellow,3000,3325,3250,Rs/Quintal
Dhule,NR,Tonnes,NR,Other,3140,3270,3270,Rs/Quintal
Digras,37,Tonnes,NR,Yellow,3250,3325,3295,Rs/Quintal
Gevrai,2,Tonnes,NR,Yellow,3100,3151,3100,Rs/Quintal
Ghatanji,5,Tonnes,NR,Yellow,3245,3305,3300,Rs/Quintal
Himalyatnagar,16,Tonnes,NR,Yellow,3210,3230,3220,Rs/Quintal
Hinganghat,223,Tonnes,NR,Yellow,2901,3361,3100,Rs/Quintal
Hingoli,81,Tonnes,NR,Other,3221,3356,3288,Rs/Quintal
Hingoli(Kanegoan Naka),31,Tonnes,NR,Yellow,3200,3330,3265,Rs/Quintal
Jalana,72,Tonnes,NR,Yellow,3200,3325,3300,Rs/Quintal
Jamkhed,2,Tonnes,NR,Yellow,3000,3200,3100,Rs/Quintal
Jawala-Bajar,10,Tonnes,NR,Other,3100,3300,3200,Rs/Quintal
Jintur,30,Tonnes,NR,Yellow,3000,3326,3240,Rs/Quintal
Jintur(Bori),21,Tonnes,NR,Yellow,3200,3301,3275,Rs/Quintal
Kaij,14,Tonnes,NR,Yellow,3321,3350,3339,Rs/Quintal
Kalamb,5,Tonnes,NR,Yellow,3090,3300,3140,Rs/Quintal
Kalamb(Osmanabad),53,Tonnes,NR,Yellow,3240,3400,3341,Rs/Quintal
Kalamnuri,9,Tonnes,NR,Yellow,3200,3300,3200,Rs/Quintal
Kalvan,2,Tonnes,NR,Other,3151,3181,3151,Rs/Quintal
Karanja,450,Tonnes,NR,Other,3100,3370,3250,Rs/Quintal
Katol,21,Tonnes,NR,Yellow,3051,3291,3150,Rs/Quintal
Khamgaon,329,Tonnes,NR,Yellow,3185,3400,3292,Rs/Quintal
Kille Dharur,2,Tonnes,NR,Yellow,3000,3212,3201,Rs/Quintal
Kopargaon,10,Tonnes,NR,Other,2901,3309,3295,Rs/Quintal
Lasalgaon(Niphad),19,Tonnes,NR,Other,3001,3397,3355,Rs/Quintal
Latur(Murud),4,Tonnes,NR,Yellow,3000,3370,3300,Rs/Quintal
Lonar,100,Tonnes,NR,Yellow,3200,3380,3290,Rs/Quintal
Majalgaon,7,Tonnes,NR,Other,3080,3280,3251,Rs/Quintal
Malegaon,NR,Tonnes,NR,Yellow,2560,2971,2971,Rs/Quintal
Malkapur,47,Tonnes,NR,Yellow,2855,3360,3240,Rs/Quintal
Mangrulpeer,266,Tonnes,NR,Yellow,3150,3400,3400,Rs/Quintal
Manora,35,Tonnes,NR,Other,3100,3360,3230,Rs/Quintal
Mehekar,100,Tonnes,NR,Other,3150,3405,3250,Rs/Quintal
Mukhed,1,Tonnes,NR,Yellow,3350,3350,3350,Rs/Quintal
Murim,8,Tonnes,NR,Yellow,3288,3300,3294,Rs/Quintal
Murtizapur,70,Tonnes,NR,Yellow,3080,3300,3150,Rs/Quintal
Nanded,64,Tonnes,NR,Other,3126,3300,3290,Rs/Quintal
Nandurbar,3,Tonnes,NR,Other,3150,3293,3225,Rs/Quintal
Nanggaon,45,Tonnes,NR,Yellow,3050,3340,3195,Rs/Quintal
Ner Parasopant,41,Tonnes,NR,Yellow,3150,3200,3175,Rs/Quintal
Pachora,9,Tonnes,NR,Other,3190,3329,3221,Rs/Quintal
Paithan,2,Tonnes,NR,Yellow,3101,3101,3101,Rs/Quintal
Parali Vaijyanath,62,Tonnes,NR,Other,3300,3375,3355,Rs/Quintal
Partur,3,Tonnes,NR,Yellow,3275,3300,3290,Rs/Quintal
Rahata,1,Tonnes,NR,Other,3300,3300,3300,Rs/Quintal
Rahuri(Vambori),1,Tonnes,NR,Other,3275,3280,3277,Rs/Quintal
Rajura,12,Tonnes,NR,Yellow,3310,3335,3322,Rs/Quintal
Savner,1,Tonnes,NR,Yellow,3000,3217,3100,Rs/Quintal
Sengoan,40,Tonnes,NR,Yellow,3200,3300,3275,Rs/Quintal
Shahada,1,Tonnes,NR,Other,3311,3311,3311,Rs/Quintal
Shegaon,5,Tonnes,NR,Yellow,3000,3200,3125,Rs/Quintal
Shrirampur(Belapur),NR,Tonnes,NR,Other,3250,3250,3250,Rs/Quintal
Sindi,27,Tonnes,NR,Yellow,3065,3345,3205,Rs/Quintal
Taloda,1,Tonnes,NR,Yellow,3200,3340,3300,Rs/Quintal
Telhara,15,Tonnes,NR,Yellow,3150,3230,3190,Rs/Quintal
Udgir,330,Tonnes,NR,Other,3360,3373,3366,Rs/Quintal
Umared,76,Tonnes,NR,Yellow,2800,3330,3300,Rs/Quintal
Umarga,4,Tonnes,NR,Yellow,3282,3291,3290,Rs/Quintal
Umarked(Danki),17,Tonnes,NR,Yellow,3150,3250,3200,Rs/Quintal
Umarkhed,7,Tonnes,NR,Yellow,3150,3250,3200,Rs/Quintal
Vani,9,Tonnes,NR,Yellow,3310,3325,3315,Rs/Quintal
Wardha,10,Tonnes,NR,Yellow,3100,3255,3200,Rs/Quintal
Washim,210,Tonnes,NR,Yellow,3250,3350,3300,Rs/Quintal
Washim(Ansing),30,Tonnes,NR,Yellow,3200,3375,3250,Rs/Quintal
Yeotmal,105,Tonnes,NR,Yellow,3045,3390,3225,Rs/Quintal
Rajasthan,,,,,,,,
Aklera,2.5,Tonnes,NR,Other,3613,3632,3622,Rs/Quintal
Atru,66.3,Tonnes,NR,Other,3001,3340,3170,Rs/Quintal
Atru(Kawai Salpura),45.8,Tonnes,NR,Other,3216,3356,3286,Rs/Quintal
Badrisadri,12.1,Tonnes,NR,Other,2100,3336,2716,Rs/Quintal
Baran,68,Tonnes,NR,Other,3150,3286,3225,Rs/Quintal
Bhawani Mandi,115,Tonnes,NR,Other,3000,3365,3182,Rs/Quintal
Bhawani Mandi(Choumehla),100,Tonnes,NR,Other,3100,3340,3220,Rs/Quintal
Bhawani Mandi(Raipur),37.7,Tonnes,NR,Other,3242,3369,3305,Rs/Quintal
Bundi,10,Tonnes,NR,Other,3152,3315,3234,Rs/Quintal
DEI(Bundi),1.6,Tonnes,NR,Other,3281,3281,3281,Rs/Quintal
Itawa,6.7,Tonnes,NR,Other,2900,3262,3081,Rs/Quintal
Keshoraipatan,4.8,Tonnes,NR,Other,3000,3320,3160,Rs/Quintal
Khanpur,69.3,Tonnes,NR,Other,2799,3349,3349,Rs/Quintal
Kota,589,Tonnes,NR,Other,3025,3320,3200,Rs/Quintal
Nimbahera,80,Tonnes,NR,Other,3080,3370,3200,Rs/Quintal
Pratapgarh,114,Tonnes,NR,Other,3100,3477,3290,Rs/Quintal
Ramaganj Mandi,105.1,Tonnes,NR,Other,2920,3352,3216,Rs/Quintal
Uttar Pradesh,,,,,,,,
Kanpur(Grain),15,Tonnes,NR,Soyabeen,4200,4450,4300,Rs/Quintal
Lalitpur,10,Tonnes,NR,Yellow,3000,3400,3330,Rs/Quintal
Sunflower,,,,,,,,
Karnataka,,,,,,,,
Bagalakot,1,Tonnes,NR,Sunflower,3701,3888,3879,Rs/Quintal
Bellary,0.9,Tonnes,NR,Sunflower,3461,3780,3681,Rs/Quintal
Gadag,9,Tonnes,NR,Sunflower,3410,3844,3777,Rs/Quintal
Gulbarga,15,Tonnes,NR,Sunflower,3202,3552,3475,Rs/Quintal
Kottur,60,Tonnes,NR,Hybrid,3390,4950,3933,Rs/Quintal
Kustagi,NR,Tonnes,NR,Hybrid,3800,3800,3800,Rs/Quintal
Laxmeshwar,2,Tonnes,NR,Sunflower,3600,3839,3748,Rs/Quintal
Mundaragi,18,Tonnes,NR,Sunflower,3439,3850,3761,Rs/Quintal
Rona,1,Tonnes,NR,Sunflower,3869,3941,3921,Rs/Quintal
Maharashtra,,,,,,,,
Barshi,NR,Tonnes,NR,Other,3300,3300,3300,Rs/Quintal
Suva (Dill Seed),,,,,,,,
Gujarat,,,,,,,,
Thara,2.4,Tonnes,NR,Other,5600,5650,5625,Rs/Quintal
Unjha,2.52,Tonnes,NR,Suva (Dill Seed),5555,5875,5625,Rs/Quintal
Taramira,,,,,,,,
Madhya Pradesh,,,,,,,,
Mandsaur,0.2,Tonnes,NR,Other,3650,3881,3750,Rs/Quintal
Neemuch,0.6,Tonnes,NR,Taramira,3535,3535,3535,Rs/Quintal
Rajasthan,,,,,,,,
Bagru,0.5,Tonnes,NR,Other,4000,4100,4050,Rs/Quintal
Jodhpur (Grain)(Mandor),0.2,Tonnes,NR,Other,4200,4800,4500,Rs/Quintal
Sri Madhopur,0.2,Tonnes,NR,Other,4150,4150,4150,Rs/Quintal
"Live Stock,Poultry,Fisheries",,,,,,,,
Cock,,,,,,,,
Tripura,,,,,,,,
Melaghar,180,Nos,NR,Local,350,450,400,Rs/Number
Cow,,,,,,,,
Tripura,,,,,,,,
Kulai,67,Nos,NR,Cow,15000,20000,17000,Rs/Number
Duck,,,,,,,,
Tripura,,,,,,,,
Bachaibari,40,Nos,NR,Local,230,400,300,Rs/Number
Egg,,,,,,,,
Odisha,,,,,,,,
Digapahandi,8000,Nos,NR,Egg,4.8,5.5,5.2,Rs/Number
Karanjia,0.19,Nos,NR,Other,1050,1070,1060,Rs/Number
Fish,,,,,,,,
Odisha,,,,,,,,
Baripada,2.5,Tonnes,NR,Fish,15000,20000,16000,Rs/Quintal
Betnoti,0.02,Tonnes,NR,Other,10000,16000,14000,Rs/Quintal
Karanjia,0.07,Tonnes,NR,Other,17000,19000,18000,Rs/Quintal
Kendupatna,10,Tonnes,NR,Other,1650,1700,1650,Rs/Quintal
Kendupatna(Niali),10,Tonnes,NR,Other,1700,1750,1700,Rs/Quintal
Saraskana,0.3,Tonnes,NR,Fish,14000,18000,15000,Rs/Quintal
Udala,0.6,Tonnes,NR,Fish,15000,16500,16000,Rs/Quintal
Tripura,,,,,,,,
Bishalgarh,0.8,Tonnes,NR,Katla(Big),25000,28000,26000,Rs/Quintal
,,,NR,Rahu(Andhra),14000,18000,16000,Rs/Quintal
,,,NR,Rahu(Local),20000,28000,24000,Rs/Quintal
Melaghar,0.8,Tonnes,NR,Bata Putti,17000,18500,18000,Rs/Quintal
,,,NR,Katla(Big),28000,29000,28500,Rs/Quintal
,,,NR,Rahu(Andhra),14000,15500,15000,Rs/Quintal
,,,NR,Rahu(Local),27000,28000,27500,Rs/Quintal
Uttar Pradesh,,,,,,,,
Ruperdeeha,2,Tonnes,NR,Fish,NR,3200,3000,Rs/Quintal
Uttrakhand,,,,,,,,
Kicchha,5,Tonnes,NR,Pangass,3000,3800,3700,Rs/Quintal
West Bengal,,,,,,,,
Jhargram,2.6,Tonnes,NR,Rahu(Andhra),15500,16500,16000,Rs/Quintal
Goat,,,,,,,,
Karnataka,,,,,,,,
Sira,76,Nos,NR,Goat,300,7000,6300,Rs/Number
Maharashtra,,,,,,,,
Malegaon(Vashim),1,Nos,NR,Goat,2500,8000,3750,Rs/Number
Palus,4,Nos,NR,Goat,3600,9000,5500,Rs/Number
Odisha,,,,,,,,
Digapahandi,115,Nos,NR,Goat,8500,10000,9500,Rs/Number
Tripura,,,,,,,,
Bachaibari,25,Nos,NR,Goat,1450,3500,2300,Rs/Number
Kulai,35,Nos,NR,Goat,2500,3400,3300,Rs/Number
Hen,,,,,,,,
Maharashtra,,,,,,,,
Palus,54,Nos,NR,Other,145,500,275,Rs/Number
Odisha,,,,,,,,
Dhenkanal,650,Nos,NR,Boiler/Firm(White),11000,12000,12000,Rs/Number
Kendupatna,6000,Nos,NR,Other,160,162,160,Rs/Number
Kendupatna(Niali),6000,Nos,NR,Other,158,160,158,Rs/Number
Tripura,,,,,,,,
Bachaibari,150,Nos,NR,Local,200,400,250,Rs/Number
Ox,,,,,,,,
Maharashtra,,,,,,,,
Malegaon(Vashim),1,Nos,NR,Ox,15000,40000,20000,Rs/Number
She Buffalo,,,,,,,,
Maharashtra,,,,,,,,
,,,NR,She Baffelo,20000,60000,30000,Rs/Number
Sheep,,,,,,,,
Karnataka,,,,,,,,
Sira,76,Nos,NR,Sheep Medium,2500,6500,5800,Rs/Number
